code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,noteref,table,endpoint,topic
SAGDP2N-22,56000,Wyoming,2022,Millions of current dollars,6,11.2,,SAGDP2N,22,Other transportation equipment manufacturing
SAGDP2N-23,00000,United States,2017,Millions of current dollars,6,28897.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,00000,United States,2018,Millions of current dollars,6,29948.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,00000,United States,2019,Millions of current dollars,6,30378.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,00000,United States,2020,Millions of current dollars,6,29488.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,00000,United States,2021,Millions of current dollars,6,29318.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,00000,United States,2022,Millions of current dollars,6,31228.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,01000,Alabama,2017,Millions of current dollars,6,857.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,01000,Alabama,2018,Millions of current dollars,6,992.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,01000,Alabama,2019,Millions of current dollars,6,846.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,01000,Alabama,2020,Millions of current dollars,6,869.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,01000,Alabama,2021,Millions of current dollars,6,741.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,01000,Alabama,2022,Millions of current dollars,6,797.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,02000,Alaska,2017,Millions of current dollars,6,9.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,02000,Alaska,2018,Millions of current dollars,6,9.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,02000,Alaska,2019,Millions of current dollars,6,9.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,02000,Alaska,2020,Millions of current dollars,6,9.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,02000,Alaska,2021,Millions of current dollars,6,9.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,02000,Alaska,2022,Millions of current dollars,6,10.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,04000,Arizona,2017,Millions of current dollars,6,389.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,04000,Arizona,2018,Millions of current dollars,6,432.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,04000,Arizona,2019,Millions of current dollars,6,440.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,04000,Arizona,2020,Millions of current dollars,6,493.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,04000,Arizona,2021,Millions of current dollars,6,479.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,04000,Arizona,2022,Millions of current dollars,6,495.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,05000,Arkansas,2017,Millions of current dollars,6,272.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,05000,Arkansas,2018,Millions of current dollars,6,233.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,05000,Arkansas,2019,Millions of current dollars,6,239.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,05000,Arkansas,2020,Millions of current dollars,6,192.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,05000,Arkansas,2021,Millions of current dollars,6,225.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,05000,Arkansas,2022,Millions of current dollars,6,242.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,06000,California,2017,Millions of current dollars,6,2812.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,06000,California,2018,Millions of current dollars,6,2774.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,06000,California,2019,Millions of current dollars,6,3025.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,06000,California,2020,Millions of current dollars,6,2614.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,06000,California,2021,Millions of current dollars,6,2671.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,06000,California,2022,Millions of current dollars,6,2899.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,08000,Colorado,2017,Millions of current dollars,6,485.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,08000,Colorado,2018,Millions of current dollars,6,514.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,08000,Colorado,2019,Millions of current dollars,6,532.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,08000,Colorado,2020,Millions of current dollars,6,534.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,08000,Colorado,2021,Millions of current dollars,6,484.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,08000,Colorado,2022,Millions of current dollars,6,526.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,09000,Connecticut,2017,Millions of current dollars,6,185.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,09000,Connecticut,2018,Millions of current dollars,6,200.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,09000,Connecticut,2019,Millions of current dollars,6,188.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,09000,Connecticut,2020,Millions of current dollars,6,205.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,09000,Connecticut,2021,Millions of current dollars,6,209.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,09000,Connecticut,2022,Millions of current dollars,6,222.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,10000,Delaware,2017,Millions of current dollars,6,52.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,10000,Delaware,2018,Millions of current dollars,6,58.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,10000,Delaware,2019,Millions of current dollars,6,72.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,10000,Delaware,2020,Millions of current dollars,6,105.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,10000,Delaware,2021,Millions of current dollars,6,108.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,10000,Delaware,2022,Millions of current dollars,6,114.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,11000,District of Columbia,2017,Millions of current dollars,6,10.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,11000,District of Columbia,2018,Millions of current dollars,6,10.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,11000,District of Columbia,2019,Millions of current dollars,6,10.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,11000,District of Columbia,2020,Millions of current dollars,6,10.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,11000,District of Columbia,2021,Millions of current dollars,6,9.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,11000,District of Columbia,2022,Millions of current dollars,6,9.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,12000,Florida,2017,Millions of current dollars,6,769.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,12000,Florida,2018,Millions of current dollars,6,767.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,12000,Florida,2019,Millions of current dollars,6,841.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,12000,Florida,2020,Millions of current dollars,6,788.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,12000,Florida,2021,Millions of current dollars,6,821.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,12000,Florida,2022,Millions of current dollars,6,920.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,13000,Georgia,2017,Millions of current dollars,6,861.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,13000,Georgia,2018,Millions of current dollars,6,935.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,13000,Georgia,2019,Millions of current dollars,6,938.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,13000,Georgia,2020,Millions of current dollars,6,907.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,13000,Georgia,2021,Millions of current dollars,6,889.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,13000,Georgia,2022,Millions of current dollars,6,975.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,15000,Hawaii,2017,Millions of current dollars,6,27.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,15000,Hawaii,2018,Millions of current dollars,6,32.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,15000,Hawaii,2019,Millions of current dollars,6,33.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,15000,Hawaii,2020,Millions of current dollars,6,31.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,15000,Hawaii,2021,Millions of current dollars,6,28.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,15000,Hawaii,2022,Millions of current dollars,6,30.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,16000,Idaho,2017,Millions of current dollars,6,83.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,16000,Idaho,2018,Millions of current dollars,6,104.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,16000,Idaho,2019,Millions of current dollars,6,106.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,16000,Idaho,2020,Millions of current dollars,6,117.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,16000,Idaho,2021,Millions of current dollars,6,119.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,16000,Idaho,2022,Millions of current dollars,6,132.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,17000,Illinois,2017,Millions of current dollars,6,1070.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,17000,Illinois,2018,Millions of current dollars,6,1099.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,17000,Illinois,2019,Millions of current dollars,6,1143.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,17000,Illinois,2020,Millions of current dollars,6,1077.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,17000,Illinois,2021,Millions of current dollars,6,1025.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,17000,Illinois,2022,Millions of current dollars,6,1090.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,18000,Indiana,2017,Millions of current dollars,6,2045.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,18000,Indiana,2018,Millions of current dollars,6,2201.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,18000,Indiana,2019,Millions of current dollars,6,2057.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,18000,Indiana,2020,Millions of current dollars,6,1957.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,18000,Indiana,2021,Millions of current dollars,6,2032.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,18000,Indiana,2022,Millions of current dollars,6,2213.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,19000,Iowa,2017,Millions of current dollars,6,789.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,19000,Iowa,2018,Millions of current dollars,6,796.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,19000,Iowa,2019,Millions of current dollars,6,788.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,19000,Iowa,2020,Millions of current dollars,6,867.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,19000,Iowa,2021,Millions of current dollars,6,640.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,19000,Iowa,2022,Millions of current dollars,6,612.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,20000,Kansas,2017,Millions of current dollars,6,179.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,20000,Kansas,2018,Millions of current dollars,6,191.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,20000,Kansas,2019,Millions of current dollars,6,188.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,20000,Kansas,2020,Millions of current dollars,6,193.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,20000,Kansas,2021,Millions of current dollars,6,228.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,20000,Kansas,2022,Millions of current dollars,6,249.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,21000,Kentucky,2017,Millions of current dollars,6,284.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,21000,Kentucky,2018,Millions of current dollars,6,282.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,21000,Kentucky,2019,Millions of current dollars,6,254.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,21000,Kentucky,2020,Millions of current dollars,6,285.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,21000,Kentucky,2021,Millions of current dollars,6,282.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,21000,Kentucky,2022,Millions of current dollars,6,307.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,22000,Louisiana,2017,Millions of current dollars,6,62.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,22000,Louisiana,2018,Millions of current dollars,6,58.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,22000,Louisiana,2019,Millions of current dollars,6,50.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,22000,Louisiana,2020,Millions of current dollars,6,65.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,22000,Louisiana,2021,Millions of current dollars,6,74.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,22000,Louisiana,2022,Millions of current dollars,6,85.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,23000,Maine,2017,Millions of current dollars,6,85.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,23000,Maine,2018,Millions of current dollars,6,71.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,23000,Maine,2019,Millions of current dollars,6,76.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,23000,Maine,2020,Millions of current dollars,6,73.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,23000,Maine,2021,Millions of current dollars,6,73.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,23000,Maine,2022,Millions of current dollars,6,71.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,24000,Maryland,2017,Millions of current dollars,6,375.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,24000,Maryland,2018,Millions of current dollars,6,406.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,24000,Maryland,2019,Millions of current dollars,6,346.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,24000,Maryland,2020,Millions of current dollars,6,331.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,24000,Maryland,2021,Millions of current dollars,6,253.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,24000,Maryland,2022,Millions of current dollars,6,253.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,25000,Massachusetts,2017,Millions of current dollars,6,383.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,25000,Massachusetts,2018,Millions of current dollars,6,337.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,25000,Massachusetts,2019,Millions of current dollars,6,377.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,25000,Massachusetts,2020,Millions of current dollars,6,307.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,25000,Massachusetts,2021,Millions of current dollars,6,298.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,25000,Massachusetts,2022,Millions of current dollars,6,334.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,26000,Michigan,2017,Millions of current dollars,6,2230.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,26000,Michigan,2018,Millions of current dollars,6,2329.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,26000,Michigan,2019,Millions of current dollars,6,2426.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,26000,Michigan,2020,Millions of current dollars,6,2193.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,26000,Michigan,2021,Millions of current dollars,6,2066.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,26000,Michigan,2022,Millions of current dollars,6,2233.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,27000,Minnesota,2017,Millions of current dollars,6,862.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,27000,Minnesota,2018,Millions of current dollars,6,821.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,27000,Minnesota,2019,Millions of current dollars,6,879.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,27000,Minnesota,2020,Millions of current dollars,6,905.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,27000,Minnesota,2021,Millions of current dollars,6,889.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,27000,Minnesota,2022,Millions of current dollars,6,893.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,28000,Mississippi,2017,Millions of current dollars,6,872.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,28000,Mississippi,2018,Millions of current dollars,6,1009.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,28000,Mississippi,2019,Millions of current dollars,6,1036.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,28000,Mississippi,2020,Millions of current dollars,6,927.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,28000,Mississippi,2021,Millions of current dollars,6,1004.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,28000,Mississippi,2022,Millions of current dollars,6,988.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,29000,Missouri,2017,Millions of current dollars,6,458.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,29000,Missouri,2018,Millions of current dollars,6,571.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,29000,Missouri,2019,Millions of current dollars,6,500.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,29000,Missouri,2020,Millions of current dollars,6,465.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,29000,Missouri,2021,Millions of current dollars,6,490.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,29000,Missouri,2022,Millions of current dollars,6,515.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,30000,Montana,2017,Millions of current dollars,6,33.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,30000,Montana,2018,Millions of current dollars,6,33.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,30000,Montana,2019,Millions of current dollars,6,34.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,30000,Montana,2020,Millions of current dollars,6,33.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,30000,Montana,2021,Millions of current dollars,6,40.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,30000,Montana,2022,Millions of current dollars,6,42.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,31000,Nebraska,2017,Millions of current dollars,6,91.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,31000,Nebraska,2018,Millions of current dollars,6,93.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,31000,Nebraska,2019,Millions of current dollars,6,97.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,31000,Nebraska,2020,Millions of current dollars,6,78.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,31000,Nebraska,2021,Millions of current dollars,6,87.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,31000,Nebraska,2022,Millions of current dollars,6,88.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,32000,Nevada,2017,Millions of current dollars,6,111.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,32000,Nevada,2018,Millions of current dollars,6,138.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,32000,Nevada,2019,Millions of current dollars,6,186.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,32000,Nevada,2020,Millions of current dollars,6,136.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,32000,Nevada,2021,Millions of current dollars,6,132.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,32000,Nevada,2022,Millions of current dollars,6,155.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,33000,New Hampshire,2017,Millions of current dollars,6,52.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,33000,New Hampshire,2018,Millions of current dollars,6,54.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,33000,New Hampshire,2019,Millions of current dollars,6,55.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,33000,New Hampshire,2020,Millions of current dollars,6,50.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,33000,New Hampshire,2021,Millions of current dollars,6,47.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,33000,New Hampshire,2022,Millions of current dollars,6,50.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,34000,New Jersey,2017,Millions of current dollars,6,459.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,34000,New Jersey,2018,Millions of current dollars,6,515.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,34000,New Jersey,2019,Millions of current dollars,6,591.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,34000,New Jersey,2020,Millions of current dollars,6,525.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,34000,New Jersey,2021,Millions of current dollars,6,569.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,34000,New Jersey,2022,Millions of current dollars,6,646.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,35000,New Mexico,2017,Millions of current dollars,6,25.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,35000,New Mexico,2018,Millions of current dollars,6,26.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,35000,New Mexico,2019,Millions of current dollars,6,30.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,35000,New Mexico,2020,Millions of current dollars,6,33.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,35000,New Mexico,2021,Millions of current dollars,6,36.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,35000,New Mexico,2022,Millions of current dollars,6,38.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,36000,New York,2017,Millions of current dollars,6,799.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,36000,New York,2018,Millions of current dollars,6,843.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,36000,New York,2019,Millions of current dollars,6,953.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,36000,New York,2020,Millions of current dollars,6,777.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,36000,New York,2021,Millions of current dollars,6,747.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,36000,New York,2022,Millions of current dollars,6,814.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,37000,North Carolina,2017,Millions of current dollars,6,2378.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,37000,North Carolina,2018,Millions of current dollars,6,2315.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,37000,North Carolina,2019,Millions of current dollars,6,2206.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,37000,North Carolina,2020,Millions of current dollars,6,2148.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,37000,North Carolina,2021,Millions of current dollars,6,2267.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,37000,North Carolina,2022,Millions of current dollars,6,2472.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,38000,North Dakota,2017,Millions of current dollars,6,48.8,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,38000,North Dakota,2018,Millions of current dollars,6,47.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,38000,North Dakota,2019,Millions of current dollars,6,56.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,38000,North Dakota,2020,Millions of current dollars,6,69.1,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,38000,North Dakota,2021,Millions of current dollars,6,59.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,38000,North Dakota,2022,Millions of current dollars,6,57.9,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,39000,Ohio,2017,Millions of current dollars,6,1036.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,39000,Ohio,2018,Millions of current dollars,6,1091.3,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,39000,Ohio,2019,Millions of current dollars,6,1057.4,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,39000,Ohio,2020,Millions of current dollars,6,1078.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,39000,Ohio,2021,Millions of current dollars,6,1071.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,39000,Ohio,2022,Millions of current dollars,6,1129.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,40000,Oklahoma,2017,Millions of current dollars,6,98.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,40000,Oklahoma,2018,Millions of current dollars,6,96.0,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,40000,Oklahoma,2019,Millions of current dollars,6,122.7,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,40000,Oklahoma,2020,Millions of current dollars,6,135.6,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,40000,Oklahoma,2021,Millions of current dollars,6,132.5,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,40000,Oklahoma,2022,Millions of current dollars,6,139.2,,SAGDP2N,23,Furniture and related product manufacturing
SAGDP2N-23,41000,Oregon,2017,Millions of current dollars,6,410.5,,SAGDP2N,23,Furniture and related product manufacturing
