code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,noteref,table,endpoint,topic
SAGDP2N-50,51000,Virginia,2017,Millions of current dollars,6,97066.0,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,51000,Virginia,2018,Millions of current dollars,6,103731.7,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,51000,Virginia,2019,Millions of current dollars,6,107333.9,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,51000,Virginia,2020,Millions of current dollars,6,110042.6,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,51000,Virginia,2021,Millions of current dollars,6,117430.7,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,51000,Virginia,2022,Millions of current dollars,6,126217.4,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,53000,Washington,2017,Millions of current dollars,6,85191.4,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,53000,Washington,2018,Millions of current dollars,6,93548.5,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,53000,Washington,2019,Millions of current dollars,6,97202.8,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,53000,Washington,2020,Millions of current dollars,6,103197.7,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,53000,Washington,2021,Millions of current dollars,6,114545.8,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,53000,Washington,2022,Millions of current dollars,6,122642.5,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,54000,West Virginia,2017,Millions of current dollars,6,10633.1,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,54000,West Virginia,2018,Millions of current dollars,6,11254.3,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,54000,West Virginia,2019,Millions of current dollars,6,11457.7,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,54000,West Virginia,2020,Millions of current dollars,6,11622.3,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,54000,West Virginia,2021,Millions of current dollars,6,11849.5,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,54000,West Virginia,2022,Millions of current dollars,6,12629.7,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,55000,Wisconsin,2017,Millions of current dollars,6,65524.9,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,55000,Wisconsin,2018,Millions of current dollars,6,68079.8,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,55000,Wisconsin,2019,Millions of current dollars,6,69945.5,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,55000,Wisconsin,2020,Millions of current dollars,6,68432.9,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,55000,Wisconsin,2021,Millions of current dollars,6,70511.6,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,55000,Wisconsin,2022,Millions of current dollars,6,74450.4,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,56000,Wyoming,2017,Millions of current dollars,6,5382.2,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,56000,Wyoming,2018,Millions of current dollars,6,5612.2,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,56000,Wyoming,2019,Millions of current dollars,6,5619.8,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,56000,Wyoming,2020,Millions of current dollars,6,5506.1,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,56000,Wyoming,2021,Millions of current dollars,6,5973.4,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-50,56000,Wyoming,2022,Millions of current dollars,6,6476.8,,SAGDP2N,50,"Finance, insurance, real estate, rental, and leasing"
SAGDP2N-51,00000,United States,2017,Millions of current dollars,6,1508011.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,00000,United States,2018,Millions of current dollars,6,1574818.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,00000,United States,2019,Millions of current dollars,6,1649036.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,00000,United States,2020,Millions of current dollars,6,1708577.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,00000,United States,2021,Millions of current dollars,6,1852670.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,00000,United States,2022,Millions of current dollars,6,1932937.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,01000,Alabama,2017,Millions of current dollars,6,12207.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,01000,Alabama,2018,Millions of current dollars,6,12839.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,01000,Alabama,2019,Millions of current dollars,6,13138.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,01000,Alabama,2020,Millions of current dollars,6,13331.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,01000,Alabama,2021,Millions of current dollars,6,15060.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,01000,Alabama,2022,Millions of current dollars,6,15122.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,02000,Alaska,2017,Millions of current dollars,6,1359.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,02000,Alaska,2018,Millions of current dollars,6,1397.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,02000,Alaska,2019,Millions of current dollars,6,1407.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,02000,Alaska,2020,Millions of current dollars,6,1285.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,02000,Alaska,2021,Millions of current dollars,6,1320.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,02000,Alaska,2022,Millions of current dollars,6,1351.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,04000,Arizona,2017,Millions of current dollars,6,24472.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,04000,Arizona,2018,Millions of current dollars,6,26873.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,04000,Arizona,2019,Millions of current dollars,6,28179.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,04000,Arizona,2020,Millions of current dollars,6,31076.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,04000,Arizona,2021,Millions of current dollars,6,33795.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,04000,Arizona,2022,Millions of current dollars,6,34045.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,05000,Arkansas,2017,Millions of current dollars,6,5940.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,05000,Arkansas,2018,Millions of current dollars,6,6380.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,05000,Arkansas,2019,Millions of current dollars,6,6923.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,05000,Arkansas,2020,Millions of current dollars,6,7757.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,05000,Arkansas,2021,Millions of current dollars,6,8043.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,05000,Arkansas,2022,Millions of current dollars,6,7779.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,06000,California,2017,Millions of current dollars,6,135161.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,06000,California,2018,Millions of current dollars,6,139993.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,06000,California,2019,Millions of current dollars,6,143669.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,06000,California,2020,Millions of current dollars,6,156433.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,06000,California,2021,Millions of current dollars,6,184550.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,06000,California,2022,Millions of current dollars,6,179910.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,08000,Colorado,2017,Millions of current dollars,6,20335.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,08000,Colorado,2018,Millions of current dollars,6,21709.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,08000,Colorado,2019,Millions of current dollars,6,22426.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,08000,Colorado,2020,Millions of current dollars,6,24805.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,08000,Colorado,2021,Millions of current dollars,6,26513.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,08000,Colorado,2022,Millions of current dollars,6,26684.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,09000,Connecticut,2017,Millions of current dollars,6,46917.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,09000,Connecticut,2018,Millions of current dollars,6,43332.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,09000,Connecticut,2019,Millions of current dollars,6,40629.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,09000,Connecticut,2020,Millions of current dollars,6,39232.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,09000,Connecticut,2021,Millions of current dollars,6,40066.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,09000,Connecticut,2022,Millions of current dollars,6,42343.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,10000,Delaware,2017,Millions of current dollars,6,19905.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,10000,Delaware,2018,Millions of current dollars,6,18827.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,10000,Delaware,2019,Millions of current dollars,6,21195.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,10000,Delaware,2020,Millions of current dollars,6,20203.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,10000,Delaware,2021,Millions of current dollars,6,19880.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,10000,Delaware,2022,Millions of current dollars,6,21125.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,11000,District of Columbia,2017,Millions of current dollars,6,5818.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,11000,District of Columbia,2018,Millions of current dollars,6,6388.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,11000,District of Columbia,2019,Millions of current dollars,6,6643.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,11000,District of Columbia,2020,Millions of current dollars,6,6919.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,11000,District of Columbia,2021,Millions of current dollars,6,7275.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,11000,District of Columbia,2022,Millions of current dollars,6,7327.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,12000,Florida,2017,Millions of current dollars,6,58444.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,12000,Florida,2018,Millions of current dollars,6,62668.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,12000,Florida,2019,Millions of current dollars,6,65352.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,12000,Florida,2020,Millions of current dollars,6,69868.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,12000,Florida,2021,Millions of current dollars,6,79210.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,12000,Florida,2022,Millions of current dollars,6,83954.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,13000,Georgia,2017,Millions of current dollars,6,47255.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,13000,Georgia,2018,Millions of current dollars,6,50237.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,13000,Georgia,2019,Millions of current dollars,6,52317.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,13000,Georgia,2020,Millions of current dollars,6,52525.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,13000,Georgia,2021,Millions of current dollars,6,56792.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,13000,Georgia,2022,Millions of current dollars,6,58619.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,15000,Hawaii,2017,Millions of current dollars,6,3204.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,15000,Hawaii,2018,Millions of current dollars,6,3372.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,15000,Hawaii,2019,Millions of current dollars,6,3505.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,15000,Hawaii,2020,Millions of current dollars,6,3667.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,15000,Hawaii,2021,Millions of current dollars,6,3966.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,15000,Hawaii,2022,Millions of current dollars,6,4077.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,16000,Idaho,2017,Millions of current dollars,6,3377.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,16000,Idaho,2018,Millions of current dollars,6,3705.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,16000,Idaho,2019,Millions of current dollars,6,3836.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,16000,Idaho,2020,Millions of current dollars,6,4305.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,16000,Idaho,2021,Millions of current dollars,6,4894.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,16000,Idaho,2022,Millions of current dollars,6,5089.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,17000,Illinois,2017,Millions of current dollars,6,80789.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,17000,Illinois,2018,Millions of current dollars,6,85650.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,17000,Illinois,2019,Millions of current dollars,6,90475.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,17000,Illinois,2020,Millions of current dollars,6,76453.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,17000,Illinois,2021,Millions of current dollars,6,80273.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,17000,Illinois,2022,Millions of current dollars,6,83153.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,18000,Indiana,2017,Millions of current dollars,6,21097.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,18000,Indiana,2018,Millions of current dollars,6,22021.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,18000,Indiana,2019,Millions of current dollars,6,23867.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,18000,Indiana,2020,Millions of current dollars,6,20481.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,18000,Indiana,2021,Millions of current dollars,6,21693.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,18000,Indiana,2022,Millions of current dollars,6,23650.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,19000,Iowa,2017,Millions of current dollars,6,26574.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,19000,Iowa,2018,Millions of current dollars,6,26294.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,19000,Iowa,2019,Millions of current dollars,6,28000.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,19000,Iowa,2020,Millions of current dollars,6,31076.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,19000,Iowa,2021,Millions of current dollars,6,33249.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,19000,Iowa,2022,Millions of current dollars,6,32624.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,20000,Kansas,2017,Millions of current dollars,6,9499.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,20000,Kansas,2018,Millions of current dollars,6,8803.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,20000,Kansas,2019,Millions of current dollars,6,8927.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,20000,Kansas,2020,Millions of current dollars,6,9984.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,20000,Kansas,2021,Millions of current dollars,6,10403.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,20000,Kansas,2022,Millions of current dollars,6,10633.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,21000,Kentucky,2017,Millions of current dollars,6,11684.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,21000,Kentucky,2018,Millions of current dollars,6,12234.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,21000,Kentucky,2019,Millions of current dollars,6,12381.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,21000,Kentucky,2020,Millions of current dollars,6,13102.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,21000,Kentucky,2021,Millions of current dollars,6,13505.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,21000,Kentucky,2022,Millions of current dollars,6,13816.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,22000,Louisiana,2017,Millions of current dollars,6,10881.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,22000,Louisiana,2018,Millions of current dollars,6,11430.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,22000,Louisiana,2019,Millions of current dollars,6,11441.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,22000,Louisiana,2020,Millions of current dollars,6,12615.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,22000,Louisiana,2021,Millions of current dollars,6,12872.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,22000,Louisiana,2022,Millions of current dollars,6,12940.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,23000,Maine,2017,Millions of current dollars,6,4215.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,23000,Maine,2018,Millions of current dollars,6,4454.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,23000,Maine,2019,Millions of current dollars,6,4671.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,23000,Maine,2020,Millions of current dollars,6,5276.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,23000,Maine,2021,Millions of current dollars,6,5406.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,23000,Maine,2022,Millions of current dollars,6,5618.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,24000,Maryland,2017,Millions of current dollars,6,21293.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,24000,Maryland,2018,Millions of current dollars,6,22442.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,24000,Maryland,2019,Millions of current dollars,6,22601.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,24000,Maryland,2020,Millions of current dollars,6,20771.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,24000,Maryland,2021,Millions of current dollars,6,22287.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,24000,Maryland,2022,Millions of current dollars,6,22249.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,25000,Massachusetts,2017,Millions of current dollars,6,47642.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,25000,Massachusetts,2018,Millions of current dollars,6,51743.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,25000,Massachusetts,2019,Millions of current dollars,6,51825.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,25000,Massachusetts,2020,Millions of current dollars,6,56402.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,25000,Massachusetts,2021,Millions of current dollars,6,57757.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,25000,Massachusetts,2022,Millions of current dollars,6,60712.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,26000,Michigan,2017,Millions of current dollars,6,24728.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,26000,Michigan,2018,Millions of current dollars,6,26182.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,26000,Michigan,2019,Millions of current dollars,6,27962.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,26000,Michigan,2020,Millions of current dollars,6,30129.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,26000,Michigan,2021,Millions of current dollars,6,32024.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,26000,Michigan,2022,Millions of current dollars,6,31532.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,27000,Minnesota,2017,Millions of current dollars,6,28932.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,27000,Minnesota,2018,Millions of current dollars,6,32001.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,27000,Minnesota,2019,Millions of current dollars,6,32962.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,27000,Minnesota,2020,Millions of current dollars,6,34317.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,27000,Minnesota,2021,Millions of current dollars,6,37119.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,27000,Minnesota,2022,Millions of current dollars,6,37455.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,28000,Mississippi,2017,Millions of current dollars,6,5149.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,28000,Mississippi,2018,Millions of current dollars,6,5360.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,28000,Mississippi,2019,Millions of current dollars,6,5536.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,28000,Mississippi,2020,Millions of current dollars,6,5919.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,28000,Mississippi,2021,Millions of current dollars,6,6292.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,28000,Mississippi,2022,Millions of current dollars,6,6428.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,29000,Missouri,2017,Millions of current dollars,6,23584.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,29000,Missouri,2018,Millions of current dollars,6,24150.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,29000,Missouri,2019,Millions of current dollars,6,24835.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,29000,Missouri,2020,Millions of current dollars,6,26636.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,29000,Missouri,2021,Millions of current dollars,6,27167.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,29000,Missouri,2022,Millions of current dollars,6,27776.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,30000,Montana,2017,Millions of current dollars,6,2429.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,30000,Montana,2018,Millions of current dollars,6,2537.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,30000,Montana,2019,Millions of current dollars,6,2688.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,30000,Montana,2020,Millions of current dollars,6,2769.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,30000,Montana,2021,Millions of current dollars,6,3038.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,30000,Montana,2022,Millions of current dollars,6,3273.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,31000,Nebraska,2017,Millions of current dollars,6,15005.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,31000,Nebraska,2018,Millions of current dollars,6,14368.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,31000,Nebraska,2019,Millions of current dollars,6,16170.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,31000,Nebraska,2020,Millions of current dollars,6,16917.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,31000,Nebraska,2021,Millions of current dollars,6,16235.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,31000,Nebraska,2022,Millions of current dollars,6,20928.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,32000,Nevada,2017,Millions of current dollars,6,8383.9,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,32000,Nevada,2018,Millions of current dollars,6,9353.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,32000,Nevada,2019,Millions of current dollars,6,10256.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,32000,Nevada,2020,Millions of current dollars,6,11834.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,32000,Nevada,2021,Millions of current dollars,6,13078.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,32000,Nevada,2022,Millions of current dollars,6,13320.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,33000,New Hampshire,2017,Millions of current dollars,6,6616.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,33000,New Hampshire,2018,Millions of current dollars,6,7169.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,33000,New Hampshire,2019,Millions of current dollars,6,7524.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,33000,New Hampshire,2020,Millions of current dollars,6,7221.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,33000,New Hampshire,2021,Millions of current dollars,6,6992.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,33000,New Hampshire,2022,Millions of current dollars,6,7334.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,34000,New Jersey,2017,Millions of current dollars,6,37013.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,34000,New Jersey,2018,Millions of current dollars,6,38851.8,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,34000,New Jersey,2019,Millions of current dollars,6,37896.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,34000,New Jersey,2020,Millions of current dollars,6,41757.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,34000,New Jersey,2021,Millions of current dollars,6,45876.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,34000,New Jersey,2022,Millions of current dollars,6,49003.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,35000,New Mexico,2017,Millions of current dollars,6,3281.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,35000,New Mexico,2018,Millions of current dollars,6,3530.1,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,35000,New Mexico,2019,Millions of current dollars,6,3501.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,35000,New Mexico,2020,Millions of current dollars,6,3945.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,35000,New Mexico,2021,Millions of current dollars,6,4073.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,35000,New Mexico,2022,Millions of current dollars,6,4414.0,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,36000,New York,2017,Millions of current dollars,6,320457.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,36000,New York,2018,Millions of current dollars,6,327294.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,36000,New York,2019,Millions of current dollars,6,342732.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,36000,New York,2020,Millions of current dollars,6,366477.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,36000,New York,2021,Millions of current dollars,6,393210.7,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,36000,New York,2022,Millions of current dollars,6,417357.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,37000,North Carolina,2017,Millions of current dollars,6,46884.3,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,37000,North Carolina,2018,Millions of current dollars,6,48470.4,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,37000,North Carolina,2019,Millions of current dollars,6,53882.6,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,37000,North Carolina,2020,Millions of current dollars,6,56798.5,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,37000,North Carolina,2021,Millions of current dollars,6,60958.2,,SAGDP2N,51,Finance and insurance
SAGDP2N-51,37000,North Carolina,2022,Millions of current dollars,6,63106.4,,SAGDP2N,51,Finance and insurance
